"_id","timestamp","device_id","log_message"
59,1587648789741,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"sensor_light\",\"last_sync_timestamp\":1587648782133}"
60,1587648789780,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: aware_log"
61,1587648789790,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: gyroscope"
62,1587648789812,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: light"
63,1587648790033,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"aware_log\",\"last_sync_timestamp\":1587648789812}"
64,1587648790055,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"light\",\"last_sync_timestamp\":1587648788445}"
65,1587648790086,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"gyroscope\",\"last_sync_timestamp\":1587648788854}"
66,1587648791210,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: plugin_studentlife_audio_android"
67,1587648791212,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: applications_foreground"
68,1587648791214,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: calls"
69,1587648791447,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: messages"
70,1587648791500,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"plugin_studentlife_audio_android\",\"last_sync_timestamp\":1587648791278}"
71,1587648791519,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"applications_foreground\",\"last_sync_timestamp\":1587648784692}"
72,1587648791552,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: applications_history"
73,1587648791715,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: applications_notifications"
74,1587648791958,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"applications_notifications\",\"last_sync_timestamp\":1587648791699}"
75,1587648791978,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: applications_crashes"
76,1587648923436,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: plugin_ambient_noise"
77,1587648952505,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","Scheduler triggered: SCHEDULER_PLUGIN_AMBIENT_NOISE schedule: {\"schedule\":{\"schedule_id\":\"SCHEDULER_PLUGIN_AMBIENT_NOISE\",\"action\":{\"type\":\"service\",\"class\":\"com.aware.phone\\/com.aware.plugin.ambient_noise.AudioAnalyser\"},\"trigger\":{\"interval\":5,\"random\":{},\"context\":[],\"condition\":[],\"hour\":[],\"minute\":[],\"month\":[],\"weekday\":[]}}} package: com.aware.phone"
78,1587649263145,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","Scheduler triggered: SCHEDULER_PLUGIN_AMBIENT_NOISE schedule: {\"schedule\":{\"schedule_id\":\"SCHEDULER_PLUGIN_AMBIENT_NOISE\",\"action\":{\"type\":\"service\",\"class\":\"com.aware.phone\\/com.aware.plugin.ambient_noise.AudioAnalyser\"},\"trigger\":{\"interval\":5,\"random\":{},\"context\":[],\"condition\":[],\"hour\":[],\"minute\":[],\"month\":[],\"weekday\":[]}}} package: com.aware.phone"
79,1587649454010,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","Scheduler triggered: schedule_aware_study_compliance schedule: {\"schedule\":{\"schedule_id\":\"schedule_aware_study_compliance\",\"action\":{\"type\":\"service\",\"intent_action\":\"ACTION_AWARE_STUDY_COMPLIANCE\",\"class\":\"com.aware.phone\\/com.aware.Aware\"},\"trigger\":{\"interval\":10,\"random\":{},\"context\":[],\"condition\":[],\"hour\":[],\"minute\":[],\"month\":[],\"weekday\":[]}}} package: com.aware.phone"
80,1587649454245,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"internet\":true,\"wifi\":true,\"bt\":true,\"network\":true,\"airplane\":false,\"roaming\":false,\"location_gps\":true,\"location_network\":true}"
81,1587649534111,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","Scheduler triggered: SCHEDULER_PLUGIN_AMBIENT_NOISE schedule: {\"schedule\":{\"schedule_id\":\"SCHEDULER_PLUGIN_AMBIENT_NOISE\",\"action\":{\"type\":\"service\",\"class\":\"com.aware.phone\\/com.aware.plugin.ambient_noise.AudioAnalyser\"},\"trigger\":{\"interval\":5,\"random\":{},\"context\":[],\"condition\":[],\"hour\":[],\"minute\":[],\"month\":[],\"weekday\":[]}}} package: com.aware.phone"
82,1587649866029,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","Scheduler triggered: SCHEDULER_PLUGIN_AMBIENT_NOISE schedule: {\"schedule\":{\"schedule_id\":\"SCHEDULER_PLUGIN_AMBIENT_NOISE\",\"action\":{\"type\":\"service\",\"class\":\"com.aware.phone\\/com.aware.plugin.ambient_noise.AudioAnalyser\"},\"trigger\":{\"interval\":5,\"random\":{},\"context\":[],\"condition\":[],\"hour\":[],\"minute\":[],\"month\":[],\"weekday\":[]}}} package: com.aware.phone"
83,1587650060913,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","Scheduler triggered: schedule_aware_study_compliance schedule: {\"schedule\":{\"schedule_id\":\"schedule_aware_study_compliance\",\"action\":{\"type\":\"service\",\"intent_action\":\"ACTION_AWARE_STUDY_COMPLIANCE\",\"class\":\"com.aware.phone\\/com.aware.Aware\"},\"trigger\":{\"interval\":10,\"random\":{},\"context\":[],\"condition\":[],\"hour\":[],\"minute\":[],\"month\":[],\"weekday\":[]}}} package: com.aware.phone"
84,1587650061161,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"internet\":true,\"wifi\":true,\"bt\":true,\"network\":true,\"airplane\":false,\"roaming\":false,\"location_gps\":true,\"location_network\":true}"
85,1587650151011,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","Scheduler triggered: SCHEDULER_PLUGIN_AMBIENT_NOISE schedule: {\"schedule\":{\"schedule_id\":\"SCHEDULER_PLUGIN_AMBIENT_NOISE\",\"action\":{\"type\":\"service\",\"class\":\"com.aware.phone\\/com.aware.plugin.ambient_noise.AudioAnalyser\"},\"trigger\":{\"interval\":5,\"random\":{},\"context\":[],\"condition\":[],\"hour\":[],\"minute\":[],\"month\":[],\"weekday\":[]}}} package: com.aware.phone"
86,1587650461038,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","Scheduler triggered: SCHEDULER_PLUGIN_AMBIENT_NOISE schedule: {\"schedule\":{\"schedule_id\":\"SCHEDULER_PLUGIN_AMBIENT_NOISE\",\"action\":{\"type\":\"service\",\"class\":\"com.aware.phone\\/com.aware.plugin.ambient_noise.AudioAnalyser\"},\"trigger\":{\"interval\":5,\"random\":{},\"context\":[],\"condition\":[],\"hour\":[],\"minute\":[],\"month\":[],\"weekday\":[]}}} package: com.aware.phone"
87,1587650595963,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","Scheduler triggered: schedule_aware_keep_alive schedule: {\"schedule\":{\"schedule_id\":\"schedule_aware_keep_alive\",\"action\":{\"type\":\"service\",\"intent_action\":\"ACTION_AWARE_KEEP_ALIVE\",\"class\":\"com.aware.phone\\/com.aware.Aware\"},\"trigger\":{\"interval\":30,\"random\":{},\"context\":[],\"condition\":[],\"hour\":[],\"minute\":[],\"month\":[],\"weekday\":[]}}} package: com.aware.phone"
88,1587650655954,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","Scheduler triggered: schedule_aware_study_compliance schedule: {\"schedule\":{\"schedule_id\":\"schedule_aware_study_compliance\",\"action\":{\"type\":\"service\",\"intent_action\":\"ACTION_AWARE_STUDY_COMPLIANCE\",\"class\":\"com.aware.phone\\/com.aware.Aware\"},\"trigger\":{\"interval\":10,\"random\":{},\"context\":[],\"condition\":[],\"hour\":[],\"minute\":[],\"month\":[],\"weekday\":[]}}} package: com.aware.phone"
89,1587650656163,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"internet\":true,\"wifi\":true,\"bt\":true,\"network\":true,\"airplane\":false,\"roaming\":false,\"location_gps\":true,\"location_network\":true}"
90,1587650772426,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","Scheduler triggered: SCHEDULER_PLUGIN_AMBIENT_NOISE schedule: {\"schedule\":{\"schedule_id\":\"SCHEDULER_PLUGIN_AMBIENT_NOISE\",\"action\":{\"type\":\"service\",\"class\":\"com.aware.phone\\/com.aware.plugin.ambient_noise.AudioAnalyser\"},\"trigger\":{\"interval\":5,\"random\":{},\"context\":[],\"condition\":[],\"hour\":[],\"minute\":[],\"month\":[],\"weekday\":[]}}} package: com.aware.phone"
91,1587651061045,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","Scheduler triggered: SCHEDULER_PLUGIN_AMBIENT_NOISE schedule: {\"schedule\":{\"schedule_id\":\"SCHEDULER_PLUGIN_AMBIENT_NOISE\",\"action\":{\"type\":\"service\",\"class\":\"com.aware.phone\\/com.aware.plugin.ambient_noise.AudioAnalyser\"},\"trigger\":{\"interval\":5,\"random\":{},\"context\":[],\"condition\":[],\"hour\":[],\"minute\":[],\"month\":[],\"weekday\":[]}}} package: com.aware.phone"
92,1587651187454,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: aware_device"
93,1587651187455,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: plugin_google_activity_recognition"
94,1587651187453,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: locations"
95,1587651187459,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: esms"
96,1587651187461,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: significant"
97,1587651187462,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: fused_geofences"
98,1587651188002,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: aware_studies"
99,1587651188002,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: fused_geofences_data"
100,1587651188091,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: sensor_accelerometer"
101,1587651188094,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: installations"
102,1587651188109,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"significant\",\"last_sync_timestamp\":1587649774375}"
103,1587651188121,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"locations\",\"last_sync_timestamp\":1587650278237}"
104,1587651188259,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: aware_log"
105,1587651188307,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: sensor_bluetooth"
106,1587651188309,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: screen"
107,1587651188324,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: battery"
108,1587651188414,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: accelerometer"
109,1587651188471,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: network"
110,1587651188560,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: bluetooth"
111,1587651188624,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"aware_log\",\"last_sync_timestamp\":1587651188414}"
112,1587651188708,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"screen\",\"last_sync_timestamp\":1587649769600}"
113,1587651188732,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"battery\",\"last_sync_timestamp\":1587650378967}"
114,1587651188795,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: touch"
115,1587651188795,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: battery_discharges"
116,1587651188854,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: network_traffic"
117,1587651188862,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"network\",\"last_sync_timestamp\":1587649384747}"
118,1587651188863,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"accelerometer\",\"last_sync_timestamp\":1587649774290}"
119,1587651188980,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"bluetooth\",\"last_sync_timestamp\":1587648990198}"
120,1587651189092,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: battery_charges"
121,1587651189147,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: sensor_gyroscope"
122,1587651189146,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: timezone"
123,1587651189150,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: wifi"
124,1587651189273,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"network_traffic\",\"last_sync_timestamp\":1587648907248}"
125,1587651189301,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"touch\",\"last_sync_timestamp\":1587649070384}"
126,1587651189412,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: gyroscope"
127,1587651189552,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: telephony"
128,1587651189559,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: sensor_light"
129,1587651189564,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: plugin_studentlife_audio_android"
130,1587651189596,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: keyboard"
131,1587651190151,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"wifi\",\"last_sync_timestamp\":1587651181745}"
132,1587651190177,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: light"
133,1587651190200,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: sensor_wifi"
134,1587651190228,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"gyroscope\",\"last_sync_timestamp\":1587649774290}"
135,1587651190243,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"telephony\",\"last_sync_timestamp\":1587650596891}"
136,1587651190285,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: gsm"
137,1587651190321,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: applications_foreground"
138,1587651190368,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"keyboard\",\"last_sync_timestamp\":1587648870002}"
139,1587651190472,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: calls"
140,1587651190491,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"plugin_studentlife_audio_android\",\"last_sync_timestamp\":1587651012405}"
141,1587651190643,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"sensor_wifi\",\"last_sync_timestamp\":1587651181716}"
142,1587651190700,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"gsm\",\"last_sync_timestamp\":1587650596871}"
143,1587651190701,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: messages"
144,1587651190742,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: gsm_neighbor"
145,1587651190788,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"applications_foreground\",\"last_sync_timestamp\":1587649028224}"
146,1587651190831,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: applications_history"
147,1587651191273,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: applications_notifications"
148,1587651191301,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: cdma"
149,1587651191324,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"light\",\"last_sync_timestamp\":1587650945924}"
150,1587651191661,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"applications_notifications\",\"last_sync_timestamp\":1587651190671}"
151,1587651191720,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: applications_crashes"
152,1587651244992,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","Scheduler triggered: schedule_aware_study_compliance schedule: {\"schedule\":{\"schedule_id\":\"schedule_aware_study_compliance\",\"action\":{\"type\":\"service\",\"intent_action\":\"ACTION_AWARE_STUDY_COMPLIANCE\",\"class\":\"com.aware.phone\\/com.aware.Aware\"},\"trigger\":{\"interval\":10,\"random\":{},\"context\":[],\"condition\":[],\"hour\":[],\"minute\":[],\"month\":[],\"weekday\":[]}}} package: com.aware.phone"
153,1587651245279,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"internet\":true,\"wifi\":true,\"bt\":true,\"network\":true,\"airplane\":false,\"roaming\":false,\"location_gps\":true,\"location_network\":true}"
154,1587651334982,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","Scheduler triggered: SCHEDULER_PLUGIN_AMBIENT_NOISE schedule: {\"schedule\":{\"schedule_id\":\"SCHEDULER_PLUGIN_AMBIENT_NOISE\",\"action\":{\"type\":\"service\",\"class\":\"com.aware.phone\\/com.aware.plugin.ambient_noise.AudioAnalyser\"},\"trigger\":{\"interval\":5,\"random\":{},\"context\":[],\"condition\":[],\"hour\":[],\"minute\":[],\"month\":[],\"weekday\":[]}}} package: com.aware.phone"
155,1587651335042,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","STUDY-SYNC: plugin_ambient_noise"
156,1587651335638,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"table\":\"plugin_ambient_noise\",\"last_sync_timestamp\":1587651092775}"
157,1587651681076,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","Scheduler triggered: SCHEDULER_PLUGIN_AMBIENT_NOISE schedule: {\"schedule\":{\"schedule_id\":\"SCHEDULER_PLUGIN_AMBIENT_NOISE\",\"action\":{\"type\":\"service\",\"class\":\"com.aware.phone\\/com.aware.plugin.ambient_noise.AudioAnalyser\"},\"trigger\":{\"interval\":5,\"random\":{},\"context\":[],\"condition\":[],\"hour\":[],\"minute\":[],\"month\":[],\"weekday\":[]}}} package: com.aware.phone"
158,1587651824954,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","Scheduler triggered: schedule_aware_study_compliance schedule: {\"schedule\":{\"schedule_id\":\"schedule_aware_study_compliance\",\"action\":{\"type\":\"service\",\"intent_action\":\"ACTION_AWARE_STUDY_COMPLIANCE\",\"class\":\"com.aware.phone\\/com.aware.Aware\"},\"trigger\":{\"interval\":10,\"random\":{},\"context\":[],\"condition\":[],\"hour\":[],\"minute\":[],\"month\":[],\"weekday\":[]}}} package: com.aware.phone"
159,1587651825672,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","{\"internet\":true,\"wifi\":true,\"bt\":true,\"network\":true,\"airplane\":false,\"roaming\":false,\"location_gps\":true,\"location_network\":true}"
160,1587651960107,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","Scheduler triggered: SCHEDULER_PLUGIN_AMBIENT_NOISE schedule: {\"schedule\":{\"schedule_id\":\"SCHEDULER_PLUGIN_AMBIENT_NOISE\",\"action\":{\"type\":\"service\",\"class\":\"com.aware.phone\\/com.aware.plugin.ambient_noise.AudioAnalyser\"},\"trigger\":{\"interval\":5,\"random\":{},\"context\":[],\"condition\":[],\"hour\":[],\"minute\":[],\"month\":[],\"weekday\":[]}}} package: com.aware.phone"
