"_id","timestamp","device_id","double_latitude","double_longitude","double_bearing","double_speed","double_altitude","provider","accuracy","label"
48,1587648785476,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.15919599246882","79.66733555989987","0.0","0.0","242.30000305176003","fused","13.782",""
49,1587648791567,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.793871081572576","79.5531315746579","0.0","0.0","242.30000305176003","fused","13.782",""
50,1587648801060,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.186347871153686","79.28776673219622","0.0","0.0","242.30000305176003","network","13.217",""
51,1587648802989,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.13426400998257","79.49839000948197","0.0","0.0","68.66986083984399","gps","42.84",""
52,1587648943958,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.17370759826442","79.09545726841645","0.0","0.0","242.30000305176003","fused","800.0",""
53,1587648977834,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.17807599070896","79.61458937797316","0.0","0.0","186.34106445312","gps","60.5184",""
54,1587649010186,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.322989815373184","79.16775131997645","0.0","0.0","244.10000610352","fused","15.457",""
55,1587650192850,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.74650079570425","79.3253108409658","0.0","0.0","242.60000610352","fused","800.0",""
56,1587650278237,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.14750103231591","79.59641194291598","0.0","0.0","242.30000305176003","fused","15.174000000000001",""
57,1587650602629,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.58986823116709","79.24773036441897","-1.0","-1.0","276.51873779297","gps","65.0",""
58,1587650603069,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.30092435318508","79.48759856565489","-1.0","-1.0","276.62301635742","fused","65.0",""
59,1587650722637,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.231047076185504","79.84198304561501","-1.0","-1.0","276.51873779297","gps","65.0",""
60,1587650723061,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.94609781397385","79.41355422887477","-1.0","-1.0","277.455078125","fused","65.0",""
61,1587650842652,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.33461389781783","79.47223524772329","-1.0","-1.0","276.51873779297","gps","65.0",""
62,1587650843047,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.18122876336217","79.79729073239096","-1.0","-1.0","277.75921630859","fused","65.0",""
63,1587650962590,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.67855142721792","79.28033537469577","-1.0","-1.0","276.51873779297","gps","65.0",""
64,1587650963112,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.47483987803784","79.79521435652676","-1.0","-1.0","277.3371887207","fused","65.0",""
65,1587651082686,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.59904792676535","79.30311513428637","-1.0","-1.0","276.51873779297","gps","65.0",""
66,1587651083135,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.352086512693106","79.57397889922575","-1.0","-1.0","276.93029785156","fused","65.0",""
67,1587651202592,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.86496567087979","79.4286146348031","-1.0","-1.0","276.51873779297","gps","65.0",""
68,1587651203091,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.33141680073091","79.70724217303862","-1.0","-1.0","276.68829345703","fused","65.0",""
69,1587651322601,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.632860544914","79.46149533200432","-1.0","-1.0","276.51873779297","gps","65.0",""
70,1587651323133,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.3276177968412","79.12008375433585","-1.0","-1.0","276.42553710938","fused","65.0",""
71,1587651442686,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.107220749307444","79.20044675843815","-1.0","-1.0","276.51873779297","gps","65.0",""
72,1587651443046,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.07805518258523","79.20891195973107","-1.0","-1.0","276.25604248047","fused","65.0",""
73,1587651562592,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.103109092526545","79.08320569138677","-1.0","-1.0","276.51873779297","gps","65.0",""
74,1587651563085,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.85276126944131","79.97404257136596","-1.0","-1.0","276.13589477539","fused","65.0",""
75,1587651682591,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.856326575681244","79.40841793082939","-1.0","-1.0","276.51873779297","gps","65.0",""
76,1587651683057,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.98332683819136","79.69944624470492","-1.0","-1.0","276.04736328125","fused","65.0",""
77,1587651802608,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.17126289891706","79.93029553319677","-1.0","-1.0","276.51873779297","gps","65.0",""
78,1587651803127,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.91670745837665","79.45593595496337","-1.0","-1.0","275.99639892578","fused","65.0",""
79,1587651922684,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.062252500452324","79.21668647662707","-1.0","-1.0","276.51873779297","gps","65.0",""
80,1587651923054,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.669231915090684","79.663230946921","-1.0","-1.0","276.06259155273","fused","65.0",""
81,1587652042596,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.67075859656695","79.53875541904267","-1.0","-1.0","276.51873779297","gps","65.0",""
82,1587652043107,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.40960601851583","79.65978001729783","-1.0","-1.0","276.16458129883","fused","65.0",""
83,1587652162589,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.368281739472145","79.44548306314968","-1.0","-1.0","276.51873779297","gps","65.0",""
84,1587652163135,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.46221026223854","79.98296936977479","-1.0","-1.0","276.23361206055","fused","65.0",""
85,1587652282589,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.35511533822303","79.35093884635766","-1.0","-1.0","276.51873779297","gps","65.0",""
86,1587652283130,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.61937232941861","79.70571722737553","-1.0","-1.0","276.24438476562","fused","65.0",""
87,1587652402591,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.99845704047243","79.65500843073043","-1.0","-1.0","276.51873779297","gps","65.0",""
88,1587652403095,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.447995284162","79.6969596736583","-1.0","-1.0","275.47848510742","fused","65.0",""
89,1587652522655,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.66255949353988","79.97343107960437","-1.0","-1.0","276.51873779297","gps","65.0",""
90,1587652523102,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.33328320952449","79.52752102654576","-1.0","-1.0","275.12802124023","fused","65.0",""
91,1587652642592,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.910803608907905","79.8851475116035","-1.0","-1.0","276.51873779297","gps","65.0",""
92,1587652643107,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.550594815343146","79.43507164430898","-1.0","-1.0","274.97348022461","fused","65.0",""
93,1587652762591,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.5353597144011","79.46989390844647","-1.0","-1.0","276.51873779297","gps","65.0",""
94,1587652763063,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.04784574413423","79.57647869429817","-1.0","-1.0","275.09692382812","fused","65.0",""
95,1587652882656,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.43957195911688","79.88919629924214","-1.0","-1.0","276.51873779297","gps","65.0",""
96,1587652883107,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.012726372022264","79.6321801936552","-1.0","-1.0","275.26690673828","fused","65.0",""
97,1587651686037,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.53469964322522","79.0568612495156","0.0","0.0","242.60000610352","fused","800.0",""
98,1587651753084,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.078101115606735","79.17503476227695","0.0","0.0","241.90000915527","fused","13.212",""
99,1587652169881,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.94582111435236","79.41739992728964","0.0","0.0","257.75146484375","fused","39.92",""
100,1587652275132,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.71415323446102","79.03208814027434","0.0","0.0","241.90000915527","fused","14.175",""
101,1587652621089,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.35291712398171","79.67935208670238","0.0","0.0","244.10000610352","fused","14.456",""
102,1587652768412,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.34418119854544","79.28792794873536","0.0","0.0","242.60000610352","fused","12.947000000000001",""
103,1587652852161,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.83744616905977","79.78662831268502","0.0","0.0","242.30000305176003","fused","13.789000000000001",""
104,1587652924174,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.06867991947785","79.67412687235283","0.0","0.0","244.10000610352","fused","14.770999999999999",""
105,1587654200020,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.84412216783383","79.51946526242791","0.0","0.0","242.60000610352","fused","400.0",""
106,1587654277097,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.228605663890725","79.60657014224225","0.0","0.0","242.60000610352","fused","14.355",""
107,1587654419994,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.57602318630991","79.71639349137077","0.0","0.0","242.60000610352","fused","800.0",""
108,1587654487215,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.72663479991696","79.3621523815457","0.0","0.0","242.30000305176003","fused","14.484000000000002",""
109,1587653003866,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.992391572356226","79.41354497750271","-1.0","-1.0","276.51873779297","gps","65.0",""
110,1587653003879,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.873248346156366","79.44467013731703","-1.0","-1.0","275.38186645508","fused","65.0",""
111,1587653122666,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.36793635761313","79.75812568262587","-1.0","-1.0","276.51873779297","gps","65.0",""
112,1587653123045,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.738461300909336","79.59504671730895","-1.0","-1.0","275.44244384766","fused","65.0",""
113,1587653242661,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.0843631304337","79.04899605225701","-1.0","-1.0","276.51873779297","gps","65.0",""
114,1587653243136,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.39774266948426","79.50662965043384","-1.0","-1.0","275.48959350586","fused","65.0",""
115,1587653362596,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.86161583479619","79.5190540580215","-1.0","-1.0","276.51873779297","gps","65.0",""
116,1587653363117,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.38439924091678","79.04332501062679","-1.0","-1.0","277.59774780273","fused","65.0",""
117,1587653482605,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.942117681836116","79.35953214180613","-1.0","-1.0","276.51873779297","gps","65.0",""
118,1587653483109,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.95785414487464","79.22384576679514","-1.0","-1.0","277.76528930664","fused","65.0",""
119,1587653602660,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.73108300824565","79.51793545156268","-1.0","-1.0","276.51873779297","gps","65.0",""
120,1587653603075,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.95642919399418","79.32759908745747","-1.0","-1.0","277.82815551758","fused","65.0",""
121,1587653722678,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.4043653966086","79.80777308834726","-1.0","-1.0","276.51873779297","gps","65.0",""
122,1587653723078,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.148971400653856","79.15356717045283","-1.0","-1.0","277.25628662109","fused","65.0",""
123,1587653842595,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.34040666296234","79.43017428136852","-1.0","-1.0","276.51873779297","gps","65.0",""
124,1587653843052,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.12820491702942","79.80042293829186","-1.0","-1.0","276.921875","fused","65.0",""
125,1587653962595,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.154462333928095","79.322787893276","-1.0","-1.0","276.51873779297","gps","65.0",""
126,1587653963126,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.55467166568208","79.78809220742491","-1.0","-1.0","276.71868896484","fused","65.0",""
127,1587654082595,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.27069202630882","79.52578252406597","-1.0","-1.0","276.51873779297","gps","65.0",""
128,1587654083111,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.28297123502254","79.3295690662834","-1.0","-1.0","276.57427978516","fused","65.0",""
129,1587654202610,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.44987227196615","79.6041264026892","-1.0","-1.0","276.51873779297","gps","65.0",""
130,1587654203093,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.58996699553263","79.61858098075854","-1.0","-1.0","276.47210693359","fused","65.0",""
131,1587654322672,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.516973819600274","79.6119658802965","-1.0","-1.0","276.51873779297","gps","65.0",""
132,1587654323065,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.231372284869984","79.4708452687299","-1.0","-1.0","275.88958740234","fused","65.0",""
133,1587654442603,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.95250194830977","79.87432845788899","-1.0","-1.0","276.51873779297","gps","65.0",""
134,1587654443121,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.38752852671431","79.39966470154243","-1.0","-1.0","275.66415405273","fused","65.0",""
135,1587654562595,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.28543273053721","79.64056088179237","-1.0","-1.0","276.51873779297","gps","65.0",""
136,1587654563133,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.79441033403553","79.49668941074783","-1.0","-1.0","276.04309082031","fused","65.0",""
137,1587654682673,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.273092834515424","79.9161485602987","-1.0","-1.0","276.51873779297","gps","65.0",""
138,1587654683076,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.40582044952483","79.68128396555771","-1.0","-1.0","275.82638549805","fused","65.0",""
139,1587654802596,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.34561026300318","79.57736293646956","-1.0","-1.0","276.51873779297","gps","65.0",""
140,1587654803111,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.41959014240741","79.38726140754008","-1.0","-1.0","275.87493896484","fused","65.0",""
141,1587654922688,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.04447590929891","79.81162065302979","-1.0","-1.0","276.51873779297","gps","65.0",""
142,1587654923143,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.62354693876854","79.32322382754765","-1.0","-1.0","274.51611328125","fused","65.0",""
143,1587655042685,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.8262126131576","79.28099525682401","-1.0","-1.0","276.51873779297","gps","65.0",""
144,1587655043136,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.409070477240775","79.22775843720633","-1.0","-1.0","276.27523803711","fused","65.0",""
145,1587655162606,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.956300265642014","79.98327260854941","-1.0","-1.0","276.51873779297","gps","65.0",""
146,1587655163142,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.10209142036264","79.34491023599938","-1.0","-1.0","275.97796630859","fused","65.0",""
147,1587655282595,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.411561744882235","79.26805309584843","-1.0","-1.0","276.51873779297","gps","65.0",""
148,1587655283068,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.074647088265564","79.13221487425942","-1.0","-1.0","275.90921020508","fused","65.0",""
149,1587655402671,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.50415760237811","79.87422588732419","-1.0","-1.0","276.51873779297","gps","65.0",""
150,1587655403052,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.53806197322784","79.45244948275517","-1.0","-1.0","275.98400878906","fused","65.0",""
151,1587655522692,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.44614971130461","79.92563485828683","-1.0","-1.0","276.51873779297","gps","65.0",""
152,1587655523079,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.73533088877396","79.79952190155092","-1.0","-1.0","275.63452148438","fused","65.0",""
153,1587655642598,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.08686530378601","79.09206066895096","-1.0","-1.0","276.51873779297","gps","65.0",""
154,1587655643118,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.74432129787741","79.03936075879925","-1.0","-1.0","275.51889038086","fused","65.0",""
155,1587655762597,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.387394594346596","79.12220093461374","-1.0","-1.0","276.51873779297","gps","65.0",""
156,1587655763100,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.02746540602861","79.07554673871488","-1.0","-1.0","275.75738525391","fused","65.0",""
157,1587655882597,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.98266010212205","79.10246497938007","-1.0","-1.0","276.51873779297","gps","65.0",""
158,1587655883070,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.42775762565097","79.53652817654262","-1.0","-1.0","276.05847167969","fused","65.0",""
159,1587656002597,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.36230031408614","79.7521836941893","-1.0","-1.0","276.51873779297","gps","65.0",""
160,1587656003076,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.88784724924845","79.20827672983437","-1.0","-1.0","276.26181030273","fused","65.0",""
161,1587656122692,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.54823271951084","79.56349135616937","-1.0","-1.0","276.51873779297","gps","65.0",""
162,1587656123110,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.3047846471416","79.88827151638105","-1.0","-1.0","276.27200317383","fused","65.0",""
163,1587656242597,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.144897097651516","79.19118626181013","-1.0","-1.0","276.51873779297","gps","65.0",""
164,1587656243051,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.70489748153169","79.59012571548153","-1.0","-1.0","276.27975463867","fused","65.0",""
165,1587656362596,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.71190025447238","79.25759832790378","-1.0","-1.0","276.51873779297","gps","65.0",""
166,1587656363076,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.65650006945168","79.4215223671557","-1.0","-1.0","276.2571105957","fused","65.0",""
167,1587656482640,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.7512955606815","79.43716985922767","-1.0","-1.0","276.51873779297","gps","65.0",""
168,1587656483088,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.258256738071815","79.60134556647338","-1.0","-1.0","276.23083496094","fused","65.0",""
169,1587654930051,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.60349074408214","79.32428694049166","0.0","0.0","242.30000305176003","fused","800.0",""
170,1587654991241,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.97512598724908","79.58203681936479","0.0","0.0","242.60000610352","fused","15.202",""
171,1587655314106,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.2472630170095","79.74993980133158","0.0","0.0","242.60000610352","fused","14.767999999999999",""
172,1587655461827,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.91999552263348","79.06036074024077","51.986248016357","0.023275990039110003","244.0","fused","58.89",""
173,1587658388861,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","40.944165178233405","79.32868917850108","0.0","0.0","335.26611328125","fused","31.823",""
174,1587656603426,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.91210617857068","79.00211930307016","-1.0","-1.0","276.51873779297","gps","65.0",""
175,1587656603437,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","40.53679658122248","79.61399286189818","-1.0","-1.0","276.20767211914","fused","65.0",""
