"_id","timestamp","device_id","data_enabled","imei_meid_esn","software_version","line_number","network_country_iso_mcc","network_operator_code","network_operator_name","network_type","phone_type","sim_state","sim_operator_code","sim_operator_name","sim_serial","subscriber_id"
17,1587664995934,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
18,1587666796774,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
19,1587668595890,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
20,1587670367856,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
21,1587672470725,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
22,1587674325329,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
23,1587676105659,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
24,1587677878096,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
25,1587679721301,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
26,1587681524119,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
27,1587683321329,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
28,1587685124240,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
29,1587686921161,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
30,1587688906938,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",0,1,5,"310260","T-Mobile - US","",""
31,1587690738248,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
32,1587692520842,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
33,1587694320951,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
34,1587696122384,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
35,1587697921144,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
36,1587699728410,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
37,1587700642136,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
38,1587701166950,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
39,1587701530323,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
40,1587703326168,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
41,1587703656685,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
42,1587703657968,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
43,1587703669755,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
44,1587703670879,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
45,1587705119959,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
46,1587706928941,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
47,1587708751098,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
48,1587710552226,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
49,1587712353221,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
50,1587714127049,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
51,1587715928715,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
52,1587717733650,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
53,1587719558546,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
54,1587721360166,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
55,1587723155470,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
56,1587724932982,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
57,1587726763324,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
58,1587728538475,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
59,1587730321265,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
60,1587732153200,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
61,1587733981895,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
62,1587738248649,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
63,1587740107293,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
64,1587741914056,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
65,1587743764902,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
66,1587745584108,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
67,1587747361925,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
68,1587749166891,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
69,1587750979007,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
70,1587752780885,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
71,1587754561176,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
72,1587756386693,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
73,1587758174687,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
74,1587760003778,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
75,1587760768947,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
76,1587761781251,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
77,1587762897368,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",0,1,5,"310260","T-Mobile - US","",""
78,1587762897491,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",0,1,5,"310260","T-Mobile - US","",""
79,1587763561081,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
80,1587765361131,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
81,1587767160988,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
82,1587768983079,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
83,1587770809909,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
84,1587772666313,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
85,1587774490067,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
86,1587775846283,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",0,1,5,"310260","T-Mobile - US","",""
87,1587776282305,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
88,1587778053866,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
89,1587779893894,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
90,1587781673874,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
91,1587783506384,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
92,1587785293802,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
93,1587787100088,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
94,1587791332056,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
95,1587793106940,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
96,1587794908780,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
97,1587797693423,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
98,1587799501368,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
99,1587799936283,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
100,1587799936386,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
101,1587799937087,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
102,1587828237435,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
103,1587828245098,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
104,1587828652031,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
105,1587828670945,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
106,1587829914195,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
107,1587830041568,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
108,1587831289101,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
109,1587831845234,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
110,1587833638950,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
111,1587835448991,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
112,1587837262016,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
113,1587837771379,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",0,1,5,"310260","T-Mobile - US","",""
114,1587837771568,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",0,1,5,"310260","T-Mobile - US","",""
115,1587839175901,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
116,1587840984927,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
117,1587842876258,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
118,1587843225987,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
119,1587843772335,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
120,1587843773787,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
121,1587843774616,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
122,1587843783190,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
123,1587843786454,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
124,1587844697989,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
125,1587844982476,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
126,1587844988179,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
127,1587845040656,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",13,1,5,"310260","T-Mobile - US","",""
128,1587846082770,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
129,1587846192325,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
130,1587846468054,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
131,1587848306927,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
132,1587850160240,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0,"","10","b9c837da3fa96a41f87dcf3efa0343c6b15abaef","us","310260","Mint",18,1,5,"310260","T-Mobile - US","",""
