"_id","timestamp","device_id","network_type","network_subtype","network_state"
37,1587662973109,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
38,1587663002241,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
39,1587663002260,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
40,1587665079860,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
41,1587665079977,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
42,1587665242701,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
43,1587665242796,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
44,1587665564913,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
45,1587665566013,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
46,1587666901011,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
47,1587666901091,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
48,1587672057292,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
49,1587672058445,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
50,1587672468110,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
51,1587672469197,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
52,1587672702277,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
53,1587672702520,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
54,1587673098698,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
55,1587673098735,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
56,1587673517692,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
57,1587673517741,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
58,1587673947588,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
59,1587673947692,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
60,1587675919637,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
61,1587675919745,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
62,1587676200939,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
63,1587676201578,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
64,1587677282450,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
65,1587677282573,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
66,1587677360922,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
67,1587677361018,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
68,1587677689806,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
69,1587677689947,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
70,1587677876706,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
71,1587677876942,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
72,1587677890373,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
73,1587677891412,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
74,1587678632853,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
75,1587678633117,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
76,1587679291490,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
77,1587679291550,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
78,1587683530146,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
79,1587683531308,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
80,1587688907096,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
81,1587688907905,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
82,1587689660170,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
83,1587689785189,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
84,1587692396366,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
85,1587692396425,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
86,1587692538417,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
87,1587692663842,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
88,1587694211270,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
89,1587694211495,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
90,1587695800777,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
91,1587695806293,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
92,1587695924169,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,"WIFI",0
93,1587695930444,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
94,1587695930569,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
95,1587695933415,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
96,1587697331451,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
97,1587697489986,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
98,1587698086061,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
99,1587698103481,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
100,1587698879193,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
101,1587700057162,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
102,1587700102896,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
103,1587700642070,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
104,1587700996398,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
105,1587700996538,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
106,1587701006638,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
107,1587701166882,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
108,1587701644628,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
109,1587701644713,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
110,1587701650696,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
111,1587703336358,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
112,1587703352385,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
113,1587703656626,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
114,1587703657841,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
115,1587703657929,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
116,1587703669682,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
117,1587703670716,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
118,1587703670800,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
119,1587704319605,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
120,1587704319724,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
121,1587704325885,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
122,1587705026020,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
123,1587705026105,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
124,1587705037611,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
125,1587705128605,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
126,1587705138807,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
127,1587705748586,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
128,1587705768185,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
129,1587708123117,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
130,1587708188756,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
131,1587709041547,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
132,1587709063573,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
133,1587709785056,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
134,1587709790088,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
135,1587710285350,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
136,1587710298737,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
137,1587710435414,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
138,1587710455120,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
139,1587710460928,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
140,1587710493869,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
141,1587710605499,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
142,1587710816914,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
143,1587710835214,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
144,1587712673808,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
145,1587712678840,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
146,1587712690871,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
147,1587712696549,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
148,1587714860972,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
149,1587714873076,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
150,1587717736866,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
151,1587717753172,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
152,1587721085421,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
153,1587721090487,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
154,1587722062980,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
155,1587722068331,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
156,1587723157952,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
157,1587723170994,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
158,1587724935327,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
159,1587724955088,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
160,1587725403486,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
161,1587725409790,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
162,1587725571525,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
163,1587725584306,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
164,1587726312793,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
165,1587726324245,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
166,1587727146793,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
167,1587727156273,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
168,1587727835049,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
169,1587727846836,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
170,1587728626499,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
171,1587728640699,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
172,1587729030094,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
173,1587729046986,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
174,1587729184519,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
175,1587729193113,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
176,1587729694063,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
177,1587729694111,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
178,1587729725631,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
179,1587729738333,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
180,1587729751072,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
181,1587729775790,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,"WIFI",1
182,1587729884908,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
183,1587729886039,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
184,1587729889478,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
185,1587731056162,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
186,1587731188518,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
187,1587738191465,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
188,1587738192610,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
189,1587740713302,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
190,1587740713425,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
191,1587740833789,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
192,1587740833881,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
193,1587743928165,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
194,1587743929501,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
195,1587746719776,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
196,1587746719825,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
197,1587747188430,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
198,1587747188486,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
199,1587747911185,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
200,1587747912414,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
201,1587751207808,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
202,1587751207875,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
203,1587751647170,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
204,1587751648332,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
205,1587754543402,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
206,1587754543487,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
207,1587754641886,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
208,1587754642173,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
209,1587756268574,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
210,1587756268607,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
211,1587757009207,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
212,1587757010431,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
213,1587758163904,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
214,1587758198203,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
215,1587758246432,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
216,1587758259433,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
217,1587758259467,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
218,1587760768816,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
219,1587760769040,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
220,1587762277859,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
221,1587762277915,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
222,1587762897169,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
223,1587762897461,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
224,1587762898489,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
225,1587763508824,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
226,1587763633096,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
227,1587764332998,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
228,1587764458130,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
229,1587766847516,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
230,1587767001146,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
231,1587767012487,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
232,1587767780992,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
233,1587767905895,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
234,1587769681173,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
235,1587769682464,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
236,1587770503046,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
237,1587770503280,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
238,1587774370083,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
239,1587774370156,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
240,1587775846176,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
241,1587775847296,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
242,1587779712447,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
243,1587779712866,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
244,1587779842507,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
245,1587779843527,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
246,1587782280879,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
247,1587782280935,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
248,1587782688285,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
249,1587782688346,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
250,1587789690440,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
251,1587789691518,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
252,1587789701477,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
253,1587790430196,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,"WIFI",0
254,1587790434415,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,"WIFI",1
255,1587791366807,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
256,1587791383457,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
257,1587791391537,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
258,1587791407277,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
259,1587791458266,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
260,1587791463759,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
261,1587792761179,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
262,1587792784967,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
263,1587794264057,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
264,1587794269176,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
265,1587795492703,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
266,1587795505245,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
267,1587797652205,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
268,1587797664746,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
269,1587797993492,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
270,1587797993701,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
271,1587798020984,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
272,1587798021072,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
273,1587798078230,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
274,1587798078314,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
275,1587798081189,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
276,1587798137684,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,"WIFI",0
277,1587798142053,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,"WIFI",1
278,1587798772184,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
279,1587798844961,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
280,1587798874401,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
281,1587799012397,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
282,1587799127638,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
283,1587799152305,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
284,1587799627228,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",4,"MOBILE",1
